timestamp,car_id,est_x,est_y
27.8,1,-1327.57,-580.22
27.8,2,53.26,21.31
27.9,1,-1335.46,-583.92
27.9,2,54.07,23.79
28.0,1,-1343.35,-587.62
28.0,2,54.88,26.27
28.1,1,-1351.24,-591.32
28.1,2,55.69,28.74
28.2,1,-1359.13,-595.02
28.2,2,56.51,31.22
28.3,1,-1367.02,-598.73
28.3,2,57.32,33.7
28.4,1,-1374.91,-602.43
28.4,2,58.13,36.18
28.5,1,-1382.8,-606.13
28.5,2,58.94,38.65
28.6,1,-1390.69,-609.83
28.6,2,59.76,41.13
28.7,1,-1398.58,-613.53
28.7,2,60.57,43.61
28.8,1,-1406.47,-617.23
28.8,2,61.38,46.09
28.9,1,-1414.37,-620.93
28.9,2,62.19,48.56
29.0,1,-1422.26,-624.63
29.0,2,63.0,51.04
29.1,1,-1430.15,-628.33
29.1,2,63.82,53.52
29.2,1,-1438.04,-632.03
29.2,2,64.63,56.0
29.3,1,-1445.93,-635.73
29.3,2,65.44,58.48
29.4,1,-1453.82,-639.43
29.4,2,66.25,60.95
29.5,1,-1461.71,-643.13
29.5,2,67.07,63.43
29.6,1,-1469.6,-646.83
29.6,2,67.88,65.91
29.7,1,-1477.49,-650.53
29.7,2,68.69,68.39
29.8,1,-1485.38,-654.24
29.8,2,69.5,70.86
29.9,1,-1493.27,-657.94
29.9,2,70.31,73.34
30.0,1,-1501.16,-661.64
30.0,2,71.13,75.82
30.1,1,-1509.05,-665.34
30.1,2,71.94,78.3
30.2,1,-1516.94,-669.04
30.2,2,72.75,80.77
30.3,1,-1524.83,-672.74
30.3,2,73.56,83.25
30.4,1,-1532.72,-676.44
30.4,2,74.37,85.73
30.5,1,-1540.62,-680.14
30.5,2,75.19,88.21
30.6,1,-1548.51,-683.84
30.6,2,76.0,90.68
30.7,1,-1556.4,-687.54
30.7,2,76.81,93.16
30.8,1,-1564.29,-691.24
30.8,2,77.62,95.64
30.9,1,-1572.18,-694.94
30.9,2,78.44,98.12
31.0,1,-1580.07,-698.64
31.0,2,79.25,100.59
31.1,1,-1587.96,-702.34
31.1,2,80.06,103.07
31.2,1,-1595.85,-706.04
31.2,2,80.87,105.55
31.3,1,-1603.74,-709.75
31.3,2,81.68,108.03
31.4,1,-1611.63,-713.45
31.4,2,82.5,110.51
31.5,1,-1619.52,-717.15
31.5,2,83.31,112.98
31.6,1,-1627.41,-720.85
31.6,2,84.12,115.46
31.7,1,-1635.3,-724.55
31.7,2,84.93,117.94
31.8,1,-1643.19,-728.25
31.8,2,85.75,120.42
31.9,1,-1651.08,-731.95
31.9,2,86.56,122.89
32.0,1,-1658.97,-735.65
32.0,2,87.37,125.37
32.1,1,-1666.87,-739.35
32.1,2,88.18,127.85
32.2,1,-1674.76,-743.05
32.2,2,88.99,130.33
32.3,1,-1682.65,-746.75
32.3,2,89.81,132.8
32.4,1,-1690.54,-750.45
32.4,2,90.62,135.28
32.5,1,-1698.43,-754.15
32.5,2,91.43,137.76
32.6,1,-1706.32,-757.85
32.6,2,92.24,140.24
32.7,1,-1714.21,-761.55
32.7,2,93.06,142.71
32.8,1,-1722.1,-765.26
32.8,2,93.87,145.19
32.9,1,-1729.99,-768.96
32.9,2,94.68,147.67
33.0,1,-1737.88,-772.66
33.0,2,95.49,150.15
33.1,1,-1745.77,-776.36
33.1,2,96.3,152.63
33.2,1,-1753.66,-780.06
33.2,2,97.12,155.1
33.3,1,-1761.55,-783.76
33.3,2,97.93,157.58
33.4,1,-1769.44,-787.46
33.4,2,98.74,160.06
33.5,1,-1777.33,-791.16
33.5,2,99.55,162.54
33.6,1,-1785.22,-794.86
33.6,2,100.37,165.01
33.7,1,-1793.12,-798.56
33.7,2,101.18,167.49
33.8,1,-1801.01,-802.26
33.8,2,101.99,169.97
33.9,1,-1808.9,-805.96
33.9,2,102.8,172.45
34.0,1,-1816.79,-809.66
34.0,2,103.61,174.92
34.1,1,-1824.68,-813.36
34.1,2,104.43,177.4
34.2,1,-1832.57,-817.07
34.2,2,105.24,179.88
34.3,1,-1840.46,-820.77
34.3,2,106.05,182.36
34.4,1,-1848.35,-824.47
34.4,2,106.86,184.83
34.5,1,-1856.24,-828.17
34.5,2,107.68,187.31
34.6,1,-1864.13,-831.87
34.6,2,108.49,189.79
34.7,1,-1872.02,-835.57
34.7,2,109.3,192.27
34.8,1,-1879.91,-839.27
34.8,2,110.11,194.74
34.9,1,-1887.8,-842.97
34.9,2,110.92,197.22
35.0,1,-1895.69,-846.67
35.0,2,111.74,199.7
35.1,1,-1903.58,-850.37
35.1,2,112.55,202.18
35.2,1,-1911.48,-854.07
35.2,2,113.36,204.66
35.3,1,-1919.37,-857.77
35.3,2,114.17,207.13
35.4,1,-1927.26,-861.47
35.4,2,114.98,209.61
35.5,1,-1935.15,-865.17
35.5,2,115.8,212.09
35.6,1,-1943.04,-868.87
35.6,2,116.61,214.57
35.7,1,-1950.93,-872.58
35.7,2,117.42,217.04
35.8,1,-1958.82,-876.28
35.8,2,118.23,219.52
35.9,1,-1966.71,-879.98
35.9,2,119.05,222.0
36.0,1,-1974.6,-883.68
36.0,2,119.86,224.48
36.1,1,-1982.49,-887.38
36.1,2,120.67,226.95
36.2,1,-1990.38,-891.08
36.2,2,121.48,229.43
36.3,1,-1998.27,-894.78
36.3,2,122.29,231.91
36.4,1,-2006.16,-898.48
36.4,2,123.11,234.39
36.5,1,-2014.05,-902.18
36.5,2,123.92,236.86
36.6,1,-2021.94,-905.88
36.6,2,124.73,239.34
36.7,1,-2029.83,-909.58
36.7,2,125.54,241.82
36.8,1,-2037.73,-913.28
36.8,2,126.36,244.3
36.9,1,-2045.62,-916.98
36.9,2,127.17,246.77
37.0,1,-2053.51,-920.68
37.0,2,30.05,-49.83
37.1,1,-2061.4,-924.38
37.1,2,29.85,-50.48
37.2,1,-2069.29,-928.09
37.2,2,29.64,-51.12
37.3,1,-2077.18,-931.79
37.3,2,29.43,-51.76
37.4,1,127.29,-0.09
37.4,2,29.22,-52.4
37.5,1,131.9,1.5
37.5,2,29.01,-53.05
37.6,1,136.52,3.08
37.6,2,28.8,-53.69
37.7,1,141.14,4.67
37.7,2,28.59,-54.33
37.8,1,145.75,6.26
37.8,2,28.38,-54.97
37.9,1,150.37,7.85
37.9,2,28.17,-55.62
38.0,1,154.99,9.43
38.0,2,27.96,-56.26
38.1,1,159.6,11.02
38.1,2,27.75,-56.9
38.2,1,164.22,12.61
38.2,2,27.54,-57.54
38.3,1,168.84,14.2
38.3,2,27.33,-58.19
38.4,1,173.45,15.78
38.4,2,27.12,-58.83
38.5,1,178.07,17.37
38.5,2,26.91,-59.47
38.6,1,182.69,18.96
38.6,2,26.7,-60.11
38.7,1,187.3,20.55
38.7,2,26.5,-60.76
38.8,1,191.92,22.13
38.8,2,26.29,-61.4
38.9,1,196.53,23.72
38.9,2,26.08,-62.04
39.0,1,201.15,25.31
39.0,2,25.87,-62.68
39.1,1,205.77,26.9
39.1,2,25.66,-63.33
39.2,1,210.38,28.48
39.2,2,25.45,-63.97
39.3,1,215.0,30.07
39.3,2,25.24,-64.61
39.4,1,219.62,31.66
39.4,2,25.03,-65.25
39.5,1,224.23,33.25
39.5,2,24.82,-65.9
39.6,1,228.85,34.83
39.6,2,24.61,-66.54
39.7,1,233.47,36.42
39.7,2,24.4,-67.18
39.8,1,238.08,38.01
39.8,2,24.19,-67.82
39.9,1,242.7,39.6
39.9,2,23.98,-68.47
40.0,1,247.32,41.18
40.0,2,23.77,-69.11
40.1,1,251.93,42.77
40.1,2,23.56,-69.75
40.2,1,256.55,44.36
40.2,2,23.35,-70.39
40.3,1,261.17,45.95
40.3,2,23.15,-71.04
40.4,1,265.78,47.53
40.4,2,22.94,-71.68
40.5,1,270.4,49.12
40.5,2,22.73,-72.32
40.6,1,275.02,50.71
40.6,2,22.52,-72.96
40.7,1,279.63,52.3
40.7,2,22.31,-73.6
40.8,1,284.25,53.88
40.8,2,22.1,-74.25
40.9,1,288.87,55.47
40.9,2,21.89,-74.89
41.0,1,293.48,57.06
41.0,2,21.68,-75.53
41.1,1,298.1,58.64
41.1,2,21.47,-76.17
41.2,1,302.72,60.23
41.2,2,21.26,-76.82
41.3,1,307.33,61.82
41.3,2,21.05,-77.46
41.4,1,311.95,63.41
41.4,2,-12.31,2.04
41.5,1,316.57,64.99
41.5,2,-13.34,3.37
41.6,1,321.18,66.58
41.6,2,-14.36,4.71
41.7,1,325.8,68.17
41.7,2,-15.39,6.04
41.8,1,330.42,69.76
41.8,2,-16.42,7.38
41.9,1,335.03,71.34
41.9,2,-17.45,8.71
42.0,1,339.65,72.93
42.0,2,-18.47,10.05
42.1,1,344.27,74.52
42.1,2,-19.5,11.38
42.2,1,348.88,76.11
42.2,2,-20.53,12.72
42.3,1,353.5,77.69
42.3,2,-21.56,14.05
42.4,1,358.11,79.28
42.4,2,-22.58,15.39
42.5,1,362.73,80.87
42.5,2,-23.61,16.72
42.6,1,367.35,82.46
42.6,2,-24.64,18.06
42.7,1,371.96,84.04
42.7,2,-25.66,19.39
42.8,1,376.58,85.63
42.8,2,-26.69,20.73
42.9,1,381.2,87.22
42.9,2,-27.72,22.06
43.0,1,385.81,88.81
43.0,2,-28.75,23.4
43.1,1,390.43,90.39
43.1,2,-29.77,24.73
43.2,1,395.05,91.98
43.2,2,-30.8,26.07
43.3,1,399.66,93.57
43.3,2,-31.83,27.4
43.4,1,404.28,95.16
43.4,2,-32.86,28.74
43.5,1,408.9,96.74
43.5,2,-33.88,30.07
43.6,1,413.51,98.33
43.6,2,-34.91,31.41
43.7,1,418.13,99.92
43.7,2,-35.94,32.74
43.8,1,422.75,101.51
43.8,2,-36.97,34.08
43.9,1,427.36,103.09
43.9,2,-37.99,35.41
44.0,1,431.98,104.68
44.0,2,-39.02,36.75
44.1,1,436.6,106.27
44.1,2,-40.05,38.08
44.2,1,441.21,107.86
44.2,2,-41.07,39.42
44.3,1,445.83,109.44
44.3,2,-42.1,40.75
44.4,1,450.45,111.03
44.4,2,-43.13,42.08
44.5,1,455.06,112.62
44.5,2,-44.16,43.42
44.6,1,459.68,114.21
44.6,2,-45.18,44.75
44.7,1,464.3,115.79
44.7,2,-46.21,46.09
44.8,1,468.91,117.38
44.8,2,-47.24,47.42
44.9,1,473.53,118.97
44.9,2,-48.27,48.76
45.0,1,478.15,120.56
45.0,2,-49.29,50.09
45.1,1,482.76,122.14
45.1,2,-50.32,51.43
45.2,1,487.38,123.73
45.2,2,-51.35,52.76
45.3,1,492.0,125.32
45.3,2,-52.38,54.1
45.4,1,496.61,126.9
45.4,2,-53.4,55.43
45.5,1,501.23,128.49
45.5,2,-54.43,56.77
45.6,1,505.85,130.08
45.6,2,-55.46,58.1
45.7,1,510.46,131.67
45.7,2,-56.48,59.44
45.8,1,515.08,133.25
45.8,2,-57.51,60.77
45.9,1,519.69,134.84
45.9,2,-58.54,62.11
46.0,1,524.31,136.43
46.0,2,-59.57,63.44
46.1,1,528.93,138.02
46.1,2,-60.59,64.78
46.2,1,533.54,139.6
46.2,2,-61.62,66.11
46.3,1,538.16,141.19
46.3,2,-62.65,67.45
46.4,1,542.78,142.78
46.4,2,-63.68,68.78
46.5,1,547.39,144.37
46.5,2,-64.7,70.12
46.6,1,552.01,145.95
46.6,2,-65.73,71.45
46.7,1,556.63,147.54
46.7,2,-66.76,72.79
46.8,1,561.24,149.13
46.8,2,-67.79,74.12
46.9,1,565.86,150.72
46.9,2,-68.81,75.46
47.0,1,570.48,152.3
47.0,2,-69.84,76.79
47.1,1,575.09,153.89
47.1,2,-70.87,78.13
47.2,1,579.71,155.48
47.2,2,-71.9,79.46
47.3,1,584.33,157.07
47.3,2,-72.92,80.8
47.4,1,588.94,158.65
47.4,2,-73.95,82.13
47.5,1,593.56,160.24
47.5,2,-74.98,83.47
47.6,1,598.18,161.83
47.6,2,-76.0,84.8
47.7,1,602.79,163.42
47.7,2,-77.03,86.14
47.8,1,607.41,165.0
47.8,2,-78.06,87.47
47.9,1,612.03,166.59
47.9,2,-79.09,88.81
48.0,1,616.64,168.18
48.0,2,-80.11,90.14
48.1,1,621.26,169.77
48.1,2,-81.14,91.48
48.2,1,625.88,171.35
48.2,2,-82.17,92.81
48.3,1,630.49,172.94
48.3,2,-83.2,94.15
48.4,1,635.11,174.53
48.4,2,-84.22,95.48
48.5,1,639.73,176.12
48.5,2,-85.25,96.82
48.6,1,644.34,177.7
48.6,2,-86.28,98.15
48.7,1,648.96,179.29
48.7,2,-87.31,99.49
48.8,1,653.58,180.88
48.8,2,-88.33,100.82
48.9,1,658.19,182.47
48.9,2,-89.36,102.16
49.0,1,662.81,184.05
49.0,2,-90.39,103.49
49.1,1,667.43,185.64
49.1,2,-91.41,104.83
49.2,1,672.04,187.23
49.2,2,-92.44,106.16
49.3,1,676.66,188.81
49.3,2,-93.47,107.5
49.4,1,681.27,190.4
49.4,2,-94.5,108.83
49.5,1,685.89,191.99
49.5,2,-95.52,110.16
49.6,1,127.71,0.07
49.6,2,-96.55,111.5
49.7,1,126.89,-0.21
49.7,2,-97.58,112.83
49.8,1,126.06,-0.49
49.8,2,-98.61,114.17
49.9,1,125.24,-0.78
49.9,2,-99.63,115.5
50.0,1,124.41,-1.06
50.0,2,-100.66,116.84
50.1,1,123.59,-1.34
50.1,2,-101.69,118.17
50.2,1,122.76,-1.63
50.2,2,-102.72,119.51
50.3,1,121.94,-1.91
50.3,2,-103.74,120.84
50.4,1,121.12,-2.19
50.4,2,-104.77,122.18
50.5,1,120.29,-2.48
50.5,2,-105.8,123.51
50.6,1,119.47,-2.76
50.6,2,-106.82,124.85
50.7,1,118.64,-3.04
50.7,2,-107.85,126.18
50.8,1,117.82,-3.33
50.8,2,-108.88,127.52
50.9,1,116.99,-3.61
50.9,2,-109.91,128.85
51.0,1,116.17,-3.89
51.0,2,-110.93,130.19
51.1,1,115.35,-4.18
51.1,2,-111.96,131.52
51.2,1,114.52,-4.46
51.2,2,-112.99,132.86
51.3,1,113.7,-4.74
51.3,2,-114.02,134.19
51.4,1,112.87,-5.03
51.4,2,-115.04,135.53
51.5,1,112.05,-5.31
51.5,2,-116.07,136.86
51.6,1,111.22,-5.59
51.6,2,-117.1,138.2
51.7,1,110.4,-5.88
51.7,2,-118.13,139.53
51.8,1,109.58,-6.16
51.8,2,-119.15,140.87
51.9,1,108.75,-6.44
51.9,2,-120.18,142.2
52.0,1,107.93,-6.73
52.0,2,-121.21,143.54
52.1,1,107.1,-7.01
52.1,2,-122.24,144.87
52.2,1,106.28,-7.29
52.2,2,-123.26,146.21
52.3,1,105.46,-7.58
52.3,2,-124.29,147.54
52.4,1,104.63,-7.86
52.4,2,-125.32,148.88
52.5,1,103.81,-8.14
52.5,2,-126.34,150.21
52.6,1,102.98,-8.43
52.6,2,-127.37,151.55
52.7,1,102.16,-8.71
52.7,2,-128.4,152.88
52.8,1,101.33,-8.99
52.8,2,-129.43,154.22
52.9,1,100.51,-9.28
52.9,2,-130.45,155.55
53.0,1,99.69,-9.56
53.0,2,-131.48,156.89
53.1,1,98.86,-9.84
53.1,2,-132.51,158.22
53.2,1,98.04,-10.13
53.2,2,-133.54,159.56
53.3,1,97.21,-10.41
53.3,2,-134.56,160.89
53.4,1,96.39,-10.69
53.4,2,-135.59,162.23
53.5,1,95.56,-10.97
53.5,2,-136.62,163.56
53.6,1,94.74,-11.26
53.6,2,-137.65,164.9
53.7,1,93.92,-11.54
53.7,2,-138.67,166.23
53.8,1,93.09,-11.82
53.8,2,-139.7,167.57
53.9,1,92.27,-12.11
53.9,2,-140.73,168.9
54.0,1,91.44,-12.39
54.0,2,-141.75,170.24
54.1,1,90.62,-12.67
54.1,2,-142.78,171.57
54.2,1,89.79,-12.96
54.2,2,-143.81,172.91
54.3,1,88.97,-13.24
54.3,2,-144.84,174.24
54.4,1,88.15,-13.52
54.4,2,-145.86,175.58
54.5,1,87.32,-13.81
54.5,2,-146.89,176.91
54.6,1,86.5,-14.09
54.6,2,-147.92,178.24
54.7,1,85.67,-14.37
54.7,2,-148.95,179.58
54.8,1,84.85,-14.66
54.8,2,-149.97,180.91
54.9,1,84.03,-14.94
54.9,2,-151.0,182.25
55.0,1,83.2,-15.22
55.0,2,-152.03,183.58
55.1,1,82.38,-15.51
55.1,2,-153.06,184.92
55.2,1,81.55,-15.79
55.2,2,-154.08,186.25
55.3,1,80.73,-16.07
